Asset ID,Asset Type,Platform,Product Handle,Product Title,Content Angle,Prompt Summary,Generated Asset Path,Review Status,Compliance Check,Notes
IMG-0230,Pinterest Pin Image,Pinterest,石英质玉非洲翠合金圆珠吊坠,African Green Quartzite Round Bead Pendant | Natural Green Stone Necklace,natural stone accessory,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Round Bead Pendant | Natural Green Stone Necklace. Show African Green Quartzite jewelry, natural ",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0231,Pinterest Pin Image,Pinterest,石英质玉非洲翠合金圆珠吊坠,African Green Quartzite Round Bead Pendant | Natural Green Stone Necklace,everyday jewelry,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Round Bead Pendant | Natural Green Stone Necklace. Show African Green Quartzite jewelry, natural ",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0232,Pinterest Pin Image,Pinterest,石英质玉非洲翠合金圆珠吊坠,African Green Quartzite Round Bead Pendant | Natural Green Stone Necklace,green stone jewelry,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Round Bead Pendant | Natural Green Stone Necklace. Show African Green Quartzite jewelry, natural ",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0233,Instagram Lifestyle Image,Instagram,石英质玉非洲翠合金圆珠吊坠,African Green Quartzite Round Bead Pendant | Natural Green Stone Necklace,minimalist styling,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Round Bead Pendant | Natural Green Stone Necklace. Show African Green Quartzite jewelry, natural ",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0234,Instagram Lifestyle Image,Instagram,石英质玉非洲翠合金圆珠吊坠,African Green Quartzite Round Bead Pendant | Natural Green Stone Necklace,gift for her,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Round Bead Pendant | Natural Green Stone Necklace. Show African Green Quartzite jewelry, natural ",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0235,Product Reference Still,TikTok/Reels,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,gift for her,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0236,Product Reference Still,TikTok/Reels,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,natural stone accessory,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0237,Product Reference Still,TikTok/Reels,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,everyday jewelry,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0238,Product Reference Still,YouTube Shorts,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,minimalist styling,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0239,Product Reference Still,YouTube Shorts,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,gift for her,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0240,Product Reference Still,YouTube Shorts,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,natural stone accessory,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0241,Pinterest Pin Image,Pinterest,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,green stone jewelry,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0242,Pinterest Pin Image,Pinterest,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,minimalist styling,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0243,Pinterest Pin Image,Pinterest,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,gift for her,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0244,Pinterest Pin Image,Pinterest,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,natural stone accessory,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0245,Pinterest Pin Image,Pinterest,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,everyday jewelry,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0246,Instagram Lifestyle Image,Instagram,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,green stone jewelry,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0247,Instagram Lifestyle Image,Instagram,非洲翠无事牌吊坠,African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace,minimalist styling,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Tablet Pendant | Minimal Green Stone Necklace. Show African Green Quartzite jewelry, natural gree",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0248,Product Reference Still,TikTok/Reels,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,minimalist styling,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0249,Product Reference Still,TikTok/Reels,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,gift for her,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0250,Product Reference Still,TikTok/Reels,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,natural stone accessory,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0251,Product Reference Still,YouTube Shorts,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,green stone jewelry,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0252,Product Reference Still,YouTube Shorts,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,minimalist styling,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0253,Product Reference Still,YouTube Shorts,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,gift for her,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0254,Pinterest Pin Image,Pinterest,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,everyday jewelry,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0255,Pinterest Pin Image,Pinterest,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,green stone jewelry,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0256,Pinterest Pin Image,Pinterest,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,minimalist styling,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0257,Pinterest Pin Image,Pinterest,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,gift for her,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0258,Pinterest Pin Image,Pinterest,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,natural stone accessory,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0259,Instagram Lifestyle Image,Instagram,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,everyday jewelry,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
IMG-0260,Instagram Lifestyle Image,Instagram,石英质玉非洲翠戒圈-1,African Green Quartzite Ring | Minimal Green Stone Jewelry,green stone jewelry,"Photorealistic product lifestyle image for Mandala Jewels: African Green Quartzite Ring | Minimal Green Stone Jewelry. Show African Green Quartzite jewelry, natural green stone loo",,Needs Generation,No claims; no religious symbols; product appearance must be reviewed,
VID-0001,AI Image-to-Video Clip,TikTok/Reels,lavender-clarity-crystal-bracelet,Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry,purple bracelet,Create a vertical short video for Mandala Jewels featuring Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on purple bracele,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0002,AI Image-to-Video Clip,TikTok/Reels,lavender-clarity-crystal-bracelet,Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry,gift for her,Create a vertical short video for Mandala Jewels featuring Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on gift for her. ,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0003,AI Image-to-Video Clip,TikTok/Reels,lavender-clarity-crystal-bracelet,Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry,outfit detail,Create a vertical short video for Mandala Jewels featuring Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on outfit detail.,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0004,AI Image-to-Video Clip,YouTube Shorts,lavender-clarity-crystal-bracelet,Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry,everyday jewelry,Create a vertical short video for Mandala Jewels featuring Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on everyday jewel,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0005,AI Image-to-Video Clip,YouTube Shorts,lavender-clarity-crystal-bracelet,Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry,purple bracelet,Create a vertical short video for Mandala Jewels featuring Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on purple bracele,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0006,AI Image-to-Video Clip,YouTube Shorts,lavender-clarity-crystal-bracelet,Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry,gift for her,Create a vertical short video for Mandala Jewels featuring Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on gift for her. ,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0007,AI Image-to-Video Clip,TikTok/Reels,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,everyday jewelry,Create a vertical short video for Mandala Jewels featuring Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on everyday je,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0008,AI Image-to-Video Clip,TikTok/Reels,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,purple bracelet,Create a vertical short video for Mandala Jewels featuring Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on purple brac,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0009,AI Image-to-Video Clip,TikTok/Reels,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,gift for her,Create a vertical short video for Mandala Jewels featuring Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on gift for he,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0010,AI Image-to-Video Clip,YouTube Shorts,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,stackable bracelet,Create a vertical short video for Mandala Jewels featuring Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on stackable b,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0011,AI Image-to-Video Clip,YouTube Shorts,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,everyday jewelry,Create a vertical short video for Mandala Jewels featuring Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on everyday je,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0012,AI Image-to-Video Clip,YouTube Shorts,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,purple bracelet,Create a vertical short video for Mandala Jewels featuring Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on purple brac,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0013,AI Image-to-Video Clip,TikTok/Reels,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,stackable bracelet,Create a vertical short video for Mandala Jewels featuring Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on stackable bracele,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0014,AI Image-to-Video Clip,TikTok/Reels,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,everyday jewelry,Create a vertical short video for Mandala Jewels featuring Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on everyday jewelry.,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0015,AI Image-to-Video Clip,TikTok/Reels,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,purple bracelet,Create a vertical short video for Mandala Jewels featuring Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on purple bracelet. ,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0016,AI Image-to-Video Clip,YouTube Shorts,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,outfit detail,Create a vertical short video for Mandala Jewels featuring Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on outfit detail. Us,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0017,AI Image-to-Video Clip,YouTube Shorts,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,stackable bracelet,Create a vertical short video for Mandala Jewels featuring Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on stackable bracele,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0018,AI Image-to-Video Clip,YouTube Shorts,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,everyday jewelry,Create a vertical short video for Mandala Jewels featuring Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on everyday jewelry.,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0019,AI Image-to-Video Clip,TikTok/Reels,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,outfit detail,Create a vertical short video for Mandala Jewels featuring Twilight Purple Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on outfit detail. ,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0020,AI Image-to-Video Clip,TikTok/Reels,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,stackable bracelet,Create a vertical short video for Mandala Jewels featuring Twilight Purple Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on stackable brace,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0021,AI Image-to-Video Clip,TikTok/Reels,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,everyday jewelry,Create a vertical short video for Mandala Jewels featuring Twilight Purple Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on everyday jewelr,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0022,AI Image-to-Video Clip,YouTube Shorts,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,gift for her,Create a vertical short video for Mandala Jewels featuring Twilight Purple Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on gift for her. U,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0023,AI Image-to-Video Clip,YouTube Shorts,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,outfit detail,Create a vertical short video for Mandala Jewels featuring Twilight Purple Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on outfit detail. ,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0024,AI Image-to-Video Clip,YouTube Shorts,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,stackable bracelet,Create a vertical short video for Mandala Jewels featuring Twilight Purple Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet; focus on stackable brace,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0025,AI Image-to-Video Clip,TikTok/Reels,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,gift for her,Create a vertical short video for Mandala Jewels featuring Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on gift for her.,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0026,AI Image-to-Video Clip,TikTok/Reels,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,outfit detail,Create a vertical short video for Mandala Jewels featuring Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on outfit detail,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0027,AI Image-to-Video Clip,TikTok/Reels,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,stackable bracelet,Create a vertical short video for Mandala Jewels featuring Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on stackable bra,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0028,AI Image-to-Video Clip,YouTube Shorts,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,purple bracelet,Create a vertical short video for Mandala Jewels featuring Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on purple bracel,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0029,AI Image-to-Video Clip,YouTube Shorts,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,gift for her,Create a vertical short video for Mandala Jewels featuring Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on gift for her.,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0030,AI Image-to-Video Clip,YouTube Shorts,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,outfit detail,Create a vertical short video for Mandala Jewels featuring Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry. Show purple crystal beaded bracelet; focus on outfit detail,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0031,AI Image-to-Video Clip,TikTok/Reels,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,purple bracelet,Create a vertical short video for Mandala Jewels featuring Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet. Show purple crystal beaded bracelet; focus on purple bracele,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0032,AI Image-to-Video Clip,TikTok/Reels,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,gift for her,Create a vertical short video for Mandala Jewels featuring Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet. Show purple crystal beaded bracelet; focus on gift for her. ,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0033,AI Image-to-Video Clip,TikTok/Reels,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,outfit detail,Create a vertical short video for Mandala Jewels featuring Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet. Show purple crystal beaded bracelet; focus on outfit detail.,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0034,AI Image-to-Video Clip,YouTube Shorts,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,everyday jewelry,Create a vertical short video for Mandala Jewels featuring Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet. Show purple crystal beaded bracelet; focus on everyday jewel,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0035,AI Image-to-Video Clip,YouTube Shorts,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,purple bracelet,Create a vertical short video for Mandala Jewels featuring Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet. Show purple crystal beaded bracelet; focus on purple bracele,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0036,AI Image-to-Video Clip,YouTube Shorts,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,gift for her,Create a vertical short video for Mandala Jewels featuring Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet. Show purple crystal beaded bracelet; focus on gift for her. ,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0037,AI Image-to-Video Clip,TikTok/Reels,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,everyday jewelry,Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jew,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0038,AI Image-to-Video Clip,TikTok/Reels,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,green stone jewelry,Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jew,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0039,AI Image-to-Video Clip,TikTok/Reels,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,minimalist styling,Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jew,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0040,AI Image-to-Video Clip,YouTube Shorts,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,natural stone accessory,Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jew,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0041,AI Image-to-Video Clip,YouTube Shorts,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,everyday jewelry,Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jew,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0042,AI Image-to-Video Clip,YouTube Shorts,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,green stone jewelry,Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jew,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
VID-0043,AI Image-to-Video Clip,TikTok/Reels,石英质玉非洲翠合金手链,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,natural stone accessory,Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jew,,Needs Generation,No claims; product resemblance and subtitles must be reviewed,
