Job ID,Source Date,Platform,Product Handle,Product Title,Content Angle,Asset Type,Aspect Ratio,Duration Seconds,Video Prompt,Shot List,On-screen Text,Voiceover,Model Suggestion,Status
VID-0062,2026-06-09,TikTok/Reels,石英质玉非洲翠手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,minimalist styling,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on minimalist styling. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as minimalist styling. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0063,2026-06-10,TikTok/Reels,石英质玉非洲翠手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on gift for her. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as gift for her. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0064,2026-06-11,YouTube Shorts,石英质玉非洲翠手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on everyday jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as everyday jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0065,2026-06-12,YouTube Shorts,石英质玉非洲翠手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,green stone jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on green stone jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as green stone jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0066,2026-06-13,YouTube Shorts,石英质玉非洲翠手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,minimalist styling,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on minimalist styling. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as minimalist styling. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0067,2026-06-21,TikTok/Reels,石英质玉非洲翠百搭飘花手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on everyday jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as everyday jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0068,2026-06-22,TikTok/Reels,石英质玉非洲翠百搭飘花手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,green stone jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on green stone jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as green stone jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0069,2026-06-23,TikTok/Reels,石英质玉非洲翠百搭飘花手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,minimalist styling,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on minimalist styling. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as minimalist styling. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0070,2026-06-24,YouTube Shorts,石英质玉非洲翠百搭飘花手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as natural stone accessory. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0071,2026-06-25,YouTube Shorts,石英质玉非洲翠百搭飘花手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on everyday jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as everyday jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0072,2026-06-26,YouTube Shorts,石英质玉非洲翠百搭飘花手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,green stone jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on green stone jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as green stone jewelry. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0073,2026-06-04,TikTok/Reels,非洲翠圆珠飘花耳坠,African Green Quartzite Drop Earrings | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Drop Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as natural stone accessory. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0074,2026-06-05,TikTok/Reels,非洲翠圆珠飘花耳坠,African Green Quartzite Drop Earrings | Natural Green Stone Jewelry,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Drop Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on everyday jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as everyday jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0075,2026-06-06,TikTok/Reels,非洲翠圆珠飘花耳坠,African Green Quartzite Drop Earrings | Natural Green Stone Jewelry,green stone jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Drop Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on green stone jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as green stone jewelry. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0076,2026-06-07,YouTube Shorts,非洲翠圆珠飘花耳坠,African Green Quartzite Drop Earrings | Natural Green Stone Jewelry,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Drop Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on gift for her. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as gift for her. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0077,2026-06-08,YouTube Shorts,非洲翠圆珠飘花耳坠,African Green Quartzite Drop Earrings | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Drop Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as natural stone accessory. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0078,2026-06-09,YouTube Shorts,非洲翠圆珠飘花耳坠,African Green Quartzite Drop Earrings | Natural Green Stone Jewelry,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Drop Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on everyday jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as everyday jewelry. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0079,2026-06-17,TikTok/Reels,石英质玉非洲翠飘花平安扣耳坠,African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on gift for her. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as gift for her. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0080,2026-06-18,TikTok/Reels,石英质玉非洲翠飘花平安扣耳坠,African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as natural stone accessory. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0081,2026-06-19,TikTok/Reels,石英质玉非洲翠飘花平安扣耳坠,African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on everyday jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as everyday jewelry. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0082,2026-06-20,YouTube Shorts,石英质玉非洲翠飘花平安扣耳坠,African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry,minimalist styling,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on minimalist styling. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as minimalist styling. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0083,2026-06-21,YouTube Shorts,石英质玉非洲翠飘花平安扣耳坠,African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on gift for her. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as gift for her. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0084,2026-06-22,YouTube Shorts,石英质玉非洲翠飘花平安扣耳坠,African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Peace Buckle Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as natural stone accessory. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0085,2026-05-31,TikTok/Reels,石英质玉非洲翠飘花银耳钉,African Green Quartzite Stud Earrings | Natural Green Stone Jewelry,minimalist styling,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Stud Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on minimalist styling. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as minimalist styling. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0086,2026-06-01,TikTok/Reels,石英质玉非洲翠飘花银耳钉,African Green Quartzite Stud Earrings | Natural Green Stone Jewelry,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Stud Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on gift for her. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as gift for her. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0087,2026-06-02,TikTok/Reels,石英质玉非洲翠飘花银耳钉,African Green Quartzite Stud Earrings | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Stud Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as natural stone accessory. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0088,2026-06-03,YouTube Shorts,石英质玉非洲翠飘花银耳钉,African Green Quartzite Stud Earrings | Natural Green Stone Jewelry,green stone jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Stud Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on green stone jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as green stone jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0089,2026-06-04,YouTube Shorts,石英质玉非洲翠飘花银耳钉,African Green Quartzite Stud Earrings | Natural Green Stone Jewelry,minimalist styling,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Stud Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on minimalist styling. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as minimalist styling. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0090,2026-06-05,YouTube Shorts,石英质玉非洲翠飘花银耳钉,African Green Quartzite Stud Earrings | Natural Green Stone Jewelry,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Stud Earrings | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on gift for her. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as gift for her. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0091,2026-06-13,TikTok/Reels,非洲翠平安扣飘花吊坠,African Green Quartzite Peace Buckle Pendant | Natural Green Stone Necklace,green stone jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Peace Buckle Pendant | Natural Green Stone Necklace. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on green stone jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as green stone jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
